sell_time,sell_volume,product_sku,Chinese_name,freezer
2023-07-11 17:09:15,5,MN_SB_BQL_LMJ_80,蒙牛随变爆浆流芯朗姆酒口味爆浆冰淇淋80g,MNG23H50031
2023-07-11 17:09:15,5,MN_SB_XG_ZZCP_60,蒙牛随变榛子脆皮冰淇淋60g,MNG23H50031
2023-07-11 17:34:11,1,MN_LSXQ_BQL_HCLHJL_75,蒙牛绿色心情植轻黑醋栗（黑加仑）冰淇淋75g,MNG23H50646
2023-07-11 18:12:06,1,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50646
2023-07-11 19:22:57,1,MN_YM_XG_LL_70,蒙牛优牧榴莲口味雪糕70g,MNG23H50646
2023-07-12 07:17:00,2,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50875
2023-07-12 07:17:00,2,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-12 09:18:18,3,MN_SB_BQL_JDXC_75,蒙牛随变经典香草口味冰淇淋75g,MNG23H50875
2023-07-12 09:18:18,3,MN_SB_XG_SXG_LMCZ_75,蒙牛随变随芯果蓝莓橙子口味雪糕75g,MNG23H50875
2023-07-12 09:18:18,3,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-12 09:38:43,3,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50875
2023-07-12 09:38:43,3,MN_DLSX_BQL_XRRL_75,蒙牛蒂兰圣雪雪绒乳酪牛奶冰淇淋75g,MNG23H50875
2023-07-12 09:38:43,3,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-12 09:39:46,3,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50875
2023-07-12 09:39:46,3,MN_SB_XG_SXG_LMCZ_75,蒙牛随变随芯果蓝莓橙子口味雪糕75g,MNG23H50875
2023-07-12 09:39:46,3,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-12 09:51:17,1,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-12 09:53:29,1,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-12 09:54:19,2,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50875
2023-07-12 09:54:19,2,MN_LSXQ_BQL_HCLHJL_75,蒙牛绿色心情植轻黑醋栗（黑加仑）冰淇淋75g,MNG23H50875
2023-07-12 10:11:45,1,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-12 10:34:57,1,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50875
2023-07-12 10:54:03,4,MN_BJ_BB_MGXNnew_75,蒙牛冰+芒果口味雪泥75g,MNG23H50875
2023-07-12 10:59:46,1,MN_YM_XG_LL_70,蒙牛优牧榴莲口味雪糕70g,MNG23H50875
2023-07-12 13:49:57,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50934
2023-07-12 14:20:54,1,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50934
2023-07-12 18:09:06,1,MN_SB_BQL_JJBBJTZZ_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50934
2023-07-12 18:14:04,2,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50646
2023-07-12 18:14:04,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50646
2023-07-12 18:26:11,1,MN_YM_XG_HZNN_70,蒙牛优牧红枣牛奶口味雪糕70g,MNG23H50646
2023-07-12 20:01:00,2,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50336
2023-07-12 20:01:00,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50336
2023-07-12 20:01:43,3,MN_HJ_BQL_XCKF_80,蒙牛火炬香草咖啡口味冰淇淋80g,MNG23H50336
2023-07-12 20:01:43,3,MN_QT_XG_QZNNHT_45,蒙牛趣仔牛蒙蒙牛奶核桃巧克力口味雪糕45g,MNG23H50336
2023-07-12 20:01:43,3,MN_YM_XG_LL_70,蒙牛优牧榴莲口味雪糕70g,MNG23H50336
2023-07-13 17:15:52,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50646
2023-07-13 20:20:19,2,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50542
2023-07-13 20:20:19,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50542
2023-07-13 21:58:43,1,MN_BJ_BB_HBQKL_50,蒙牛蒙牛黑棒巧克力口味雪糕70g,MNG23H50542
2023-07-14 07:02:10,3,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50058
2023-07-14 07:02:10,3,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50058
2023-07-14 07:02:10,3,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50058
2023-07-14 09:06:39,1,MN_QT_XG_YZGL_70,蒙牛杨枝甘露口味雪糕70g,MNG23H50934
2023-07-14 09:35:54,1,MN_QT_XG_YZGL_70,蒙牛杨枝甘露口味雪糕70g,MNG23H50934
2023-07-15 09:02:33,1,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-15 09:07:53,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50875
2023-07-15 09:07:53,2,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50875
2023-07-15 10:11:41,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50875
2023-07-15 10:11:41,2,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50875
2023-07-15 10:24:09,1,MN_YM_XG_HZNN_70,蒙牛优牧红枣牛奶口味雪糕70g,MNG23H50875
2023-07-15 10:55:32,1,MN_BJ_BB_HTSN_70,蒙牛冰+黄桃酸奶口味棒冰70g,MNG23H50875
2023-07-15 11:31:10,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50875
2023-07-15 11:54:43,2,MN_BJ_BB_MGXN_75,蒙牛冰+芒果口味雪泥75g,MNG23H50875
2023-07-15 11:55:27,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50875
2023-07-15 13:49:19,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50934
2023-07-15 17:10:02,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50646
2023-07-15 17:36:31,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50934
2023-07-16 09:08:27,2,MN_MNQ_XG_NNQKL_70,蒙牛蒙牛圈牛奶巧克力口味雪糕70g,MNG23H50058
2023-07-16 10:07:14,1,MN_SB_BQL_JJBBJTZZ_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50510
2023-07-16 10:14:31,1,MN_SB_BQL_JJBBJTZZ_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50510
2023-07-16 11:05:07,1,MN_SB_BQL_LMJ_80,蒙牛随变爆浆流芯朗姆酒口味爆浆冰淇淋80g,MNG23H50874
2023-07-16 11:23:29,4,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50934
2023-07-16 11:23:29,4,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50934
2023-07-16 11:34:14,1,MN_BJ_BB_LMSN_70,蒙牛冰+蓝莓酸奶口味棒冰70g,MNG23H50934
2023-07-16 11:57:15,2,MN_BJ_BB_HTSN_70,蒙牛冰+黄桃酸奶口味棒冰70g,MNG23H50058
2023-07-16 11:57:15,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50058
2023-07-16 11:59:14,1,MN_SB_BQL_JJBBJTZZ_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50510
2023-07-16 13:47:10,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50580
2023-07-16 14:52:36,2,MN_BJ_BB_HLGBXGNMPT_60,蒙牛冰+彩冰纷火龙果百香果柠檬葡萄口味棒冰60g,MNG23H50580
2023-07-16 14:52:36,2,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50580
2023-07-16 16:09:49,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50874
2023-07-16 16:48:22,1,MN_SB_BQL_JJBBJTZZ_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50646
2023-07-16 18:08:53,1,MN_KACC_XG_CMXC_45,蒙牛酷爱纯脆草莓香草口味脆皮雪糕45g,MNG23H50646
2023-07-16 18:44:08,3,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50646
2023-07-16 18:44:08,3,MN_HMM_XG_HMG_65,蒙牛哈蜜蜜雪糕65g,MNG23H50646
2023-07-16 18:44:08,3,MN_LSXQ_BQL_HCLHJL_75,蒙牛绿色心情植轻黑醋栗（黑加仑）冰淇淋75g,MNG23H50646
2023-07-16 19:07:47,1,MN_BJ_BB_HBQKL_50,蒙牛蒙牛黑棒巧克力口味雪糕70g,MNG23H50646
2023-07-17 09:39:06,1,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50934
2023-07-17 10:00:55,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50874
2023-07-17 10:56:28,1,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50934
2023-07-17 11:18:53,1,MN_QT_XG_YZGL_70,蒙牛杨枝甘露口味雪糕70g,MNG23H50934
2023-07-17 13:29:38,1,MN_BJ_BB_HBQKL_50,蒙牛蒙牛黑棒巧克力口味雪糕70g,MNG23H50874
2023-07-17 15:04:01,1,MN_BJ_BB_HBQKL_50,蒙牛蒙牛黑棒巧克力口味雪糕70g,MNG23H50874
2023-07-17 15:50:59,1,MN_QT_XG_QZNNHT_45,蒙牛趣仔牛蒙蒙牛奶核桃巧克力口味雪糕45g,MNG23H50934
2023-07-17 17:50:27,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50874
2023-07-17 17:58:27,1,MN_BJ_BB_HBQKL_50,蒙牛蒙牛黑棒巧克力口味雪糕70g,MNG23H50874
2023-07-17 19:27:35,2,MN_SB_BQL_JDXC_75,蒙牛随变经典香草口味冰淇淋75g,MNG23H50874
2023-07-17 19:27:35,2,MN_SB_BQL_RXMMCMCP_75,蒙牛随变软芯莓莓草莓软芯脆皮口味冰淇淋75g,MNG23H50874
2023-07-17 20:21:20,2,MN_BJ_BB_HBQKL_50,蒙牛蒙牛黑棒巧克力口味雪糕70g,MNG23H50874
2023-07-17 20:38:30,2,MN_BJ_BB_HBQKL_50,蒙牛蒙牛黑棒巧克力口味雪糕70g,MNG23H50874
2023-07-17 20:59:58,2,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50874
2023-07-17 20:59:58,2,MN_KACC_XG_XY_65,蒙牛酷爱纯脆香芋味脆皮雪糕65g,MNG23H50874
2023-07-18 09:47:48,1,MN_BJ_BB_HLGBXGNMPT_60,蒙牛冰+彩冰纷火龙果百香果柠檬葡萄口味棒冰60g,MNG23H50874
2023-07-18 11:13:02,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50874
2023-07-18 11:39:34,1,MN_QT_XG_QZNNHT_45,蒙牛趣仔牛蒙蒙牛奶核桃巧克力口味雪糕45g,MNG23H50874
2023-07-18 11:47:57,1,MN_SB_BQL_BQJGZZCP_60,蒙牛随变榛子脆皮冰淇淋60g,MNG23H50874
2023-07-18 13:52:00,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50277
2023-07-18 16:28:54,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50646
2023-07-18 16:29:30,4,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50646
2023-07-18 16:29:30,4,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50646
2023-07-18 16:29:30,4,MN_KACC_XG_CMXC_45,蒙牛酷爱纯脆草莓香草口味脆皮雪糕45g,MNG23H50646
2023-07-18 16:29:30,4,MN_YM_XG_HZNN_70,蒙牛优牧红枣牛奶口味雪糕70g,MNG23H50646
2023-07-18 16:56:04,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50780
2023-07-19 11:14:55,1,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50058
2023-07-19 11:18:00,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50058
2023-07-19 11:26:04,4,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50058
2023-07-19 11:26:04,4,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50058
2023-07-19 11:26:04,4,MN_HJ_BQL_XCKF_80,蒙牛火炬香草咖啡口味冰淇淋80g,MNG23H50058
2023-07-19 11:26:04,4,MN_SB_XG_SXG_LMCZ_75,蒙牛随变随芯果蓝莓橙子口味雪糕75g,MNG23H50058
2023-07-19 12:29:23,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50058
2023-07-19 12:49:34,1,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50510
2023-07-20 07:35:29,1,MN_DLSX_BQL_XRRL_75,蒙牛蒂兰圣雪雪绒乳酪牛奶冰淇淋75g,MNG23H50580
2023-07-20 14:03:29,1,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50580
2023-07-20 14:33:38,1,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50780
2023-07-20 14:44:46,2,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50580
2023-07-20 14:44:46,2,MN_DLSX_BQL_ZSMMNR_90,蒙牛蒂兰圣雪芝士莓莓口味牛乳冰淇淋90g,MNG23H50580
2023-07-20 16:39:53,2,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50646
2023-07-20 16:39:53,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50646
2023-07-20 19:26:58,2,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50646
2023-07-21 11:59:17,2,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50277
2023-07-21 11:59:17,2,MN_HJ_BQL_XCKF_80,蒙牛火炬香草咖啡口味冰淇淋80g,MNG23H50277
2023-07-21 19:06:27,7,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50336
2023-07-21 19:06:27,7,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50336
2023-07-21 19:06:27,7,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50336
2023-07-21 19:06:27,7,MN_HMM_XG_HMG_65,蒙牛哈蜜蜜雪糕65g,MNG23H50336
2023-07-21 19:06:27,7,MN_SB_BQL_JJBBJTZZ_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50336
2023-07-21 19:06:27,7,MN_SB_CTBQL_HRBDMG_75,蒙牛随变厚乳布丁口味脆筒冰淇淋73g,MNG23H50336
2023-07-21 19:06:27,7,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50336
2023-07-22 12:18:00,1,MN_BJ_BB_HLGBXGNMPT_60,蒙牛冰+彩冰纷火龙果百香果柠檬葡萄口味棒冰60g,MNG23H50780
2023-07-23 09:55:52,2,MN_SB_BQL_BQJGZZCP_60,蒙牛随变榛子脆皮冰淇淋60g,MNG23H50510
2023-07-23 09:55:52,2,MN_SB_XG_SXG_LMCZ_75,蒙牛随变随芯果蓝莓橙子口味雪糕75g,MNG23H50510
2023-07-23 10:28:46,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50934
2023-07-23 13:02:49,2,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50934
2023-07-23 13:02:49,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50934
2023-07-23 14:06:53,1,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50934
2023-07-23 21:48:52,1,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50029
2023-07-23 21:49:36,1,MN_JD_BB_LBG_70,蒙牛老冰棍棒冰70g,MNG23H50029
2023-07-23 22:35:36,1,MN_ESNC_BQL_YW_75,蒙牛俄式奶纯冰淇淋75g,MNG23H50029
2023-07-23 22:37:12,1,MN_HMM_XG_HMG_65,蒙牛哈蜜蜜雪糕65g,MNG23H50029
2023-07-23 23:22:21,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50029
2023-07-23 23:24:30,1,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50029
2023-07-23 23:24:54,3,MN_BJ_BB_XRDDPBXGXYNM_75,蒙牛冰+夏日对对碰百香果西柚柠檬缤纷口味雪泥75g,MNG23H50029
2023-07-23 23:24:54,3,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50029
2023-07-23 23:24:54,3,MN_HMM_XG_HMG_65,蒙牛哈蜜蜜雪糕65g,MNG23H50029
2023-07-24 13:19:43,1,MN_BJ_BB_LMSN_70,蒙牛冰+蓝莓酸奶口味棒冰70g,MNG23H50934
2023-07-24 14:15:42,4,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50934
2023-07-24 17:23:07,1,MN_SB_BQL_JJBBJTZZ_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50482
2023-07-24 19:10:44,1,MN_QT_XG_QZNNHT_45,蒙牛趣仔牛蒙蒙牛奶核桃巧克力口味雪糕45g,MNG23H50482
2023-07-24 19:10:46,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50780
2023-07-24 21:28:31,1,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50935
2023-07-25 08:26:50,1,MN_SB_BQL_JJBBJTZZ_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50934
2023-07-25 10:23:07,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50772
2023-07-25 11:59:08,1,MN_YM_XG_CYSN_75,蒙牛优牧草原酸奶口味雪糕75g,MNG23H50772
2023-07-25 12:35:22,1,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50934
2023-07-25 13:19:45,1,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50934
2023-07-25 13:21:00,1,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50934
2023-07-25 14:24:46,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50934
2023-07-25 15:13:35,1,MN_DLSX_BQL_CBMGNR_75,蒙牛蒂兰圣雪重瓣玫瑰牛乳冰淇淋75g,MNG23H50934
2023-07-25 15:38:24,1,MN_ESNC_BQL_YW_75,蒙牛俄式奶纯冰淇淋75g,MNG23H50772
2023-07-25 17:01:52,1,MN_KACC_XG_CMXC_45,蒙牛酷爱纯脆草莓香草口味脆皮雪糕45g,MNG23H50580
2023-07-25 18:15:16,1,MN_BJ_BB_MGXNnew_75,蒙牛冰+芒果口味雪泥75g,MNG23H50772
2023-07-26 07:30:44,3,MN_HMM_XG_HMG_65,蒙牛哈蜜蜜雪糕65g,MNG23H50580
2023-07-26 08:03:04,4,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50580
2023-07-26 08:03:04,4,MN_QT_XG_YZGL_70,蒙牛杨枝甘露口味雪糕70g,MNG23H50580
2023-07-26 08:03:04,4,MN_YM_XG_DBD_65,蒙牛优牧大布丁雪糕65g,MNG23H50580
2023-07-26 08:03:04,4,MN_YM_XG_LL_70,蒙牛优牧榴莲口味雪糕70g,MNG23H50580
2023-07-26 08:58:18,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50497
2023-07-26 08:58:18,2,MN_XRDBL_XG_BQL_65,蒙牛夏日大菠浪菠萝口味雪糕65g,MNG23H50497
2023-07-26 09:30:06,1,MN_KACC_XG_CMXC_45,蒙牛酷爱纯脆草莓香草口味脆皮雪糕45g,MNG23H50772
2023-07-26 10:20:56,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50934
2023-07-26 10:39:31,1,MN_SB_BQL_JJBBJTZZ_01_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50510
2023-07-26 11:12:41,2,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50934
2023-07-26 11:40:54,1,MN_HMM_XG_HMG_65,蒙牛哈蜜蜜雪糕65g,MNG23H50780
2023-07-26 12:31:14,1,MN_BJ_BB_MGXNnew_75,蒙牛冰+芒果口味雪泥75g,MNG23H50934
2023-07-26 13:41:54,1,MN_BJ_BB_HYNM_85,蒙牛冰+海盐柠檬口味雪泥85g,MNG23H50580
2023-07-26 14:49:50,1,MN_BJ_BB_HLGBXGNMPT_60,蒙牛冰+彩冰纷火龙果百香果柠檬葡萄口味棒冰60g,MNG23H50580
2023-07-26 14:52:41,1,MN_SB_XG_CBQKLnew_70,蒙牛随变随芯脆脆饼+巧克力口味雪糕70g,MNG23H50934
2023-07-26 16:07:11,1,MN_KACC_XG_CMXC_45,蒙牛酷爱纯脆草莓香草口味脆皮雪糕45g,MNG23H50934
2023-07-26 17:05:16,1,MN_DLSX_BQL_XRRL_75,蒙牛蒂兰圣雪雪绒乳酪牛奶冰淇淋75g,MNG23H50473
2023-07-26 17:17:03,2,MN_KACC_XG_XY_65,蒙牛酷爱纯脆香芋味脆皮雪糕65g,MNG23H50473
2023-07-26 17:17:03,2,MN_YMZX_BQL_QKL_260,蒙牛优牧之选巧克力口味冰淇淋260g,MNG23H50473
2023-07-26 18:06:18,1,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50580
2023-07-26 19:32:29,2,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50874
2023-07-26 19:32:29,2,MN_SB_BQL_NRCKK_75,蒙牛随变牛乳茶可可风味冰淇淋75g,MNG23H50874
2023-07-26 19:59:55,1,MN_BJ_BB_HLGBXGNMPT_60,蒙牛冰+彩冰纷火龙果百香果柠檬葡萄口味棒冰60g,MNG23H50580
2023-07-26 20:10:45,2,MN_QT_XG_QZNNHT_45,蒙牛趣仔牛蒙蒙牛奶核桃巧克力口味雪糕45g,MNG23H50874
2023-07-26 20:10:45,2,MN_SB_BQL_BQJGZZCP_60,蒙牛随变榛子脆皮冰淇淋60g,MNG23H50874
2023-07-26 20:21:28,1,MN_QT_XG_QZNNHT_45,蒙牛趣仔牛蒙蒙牛奶核桃巧克力口味雪糕45g,MNG23H50874
2023-07-26 20:21:59,4,MN_BJ_BB_HBQKL_50,蒙牛蒙牛黑棒巧克力口味雪糕70g,MNG23H50874
2023-07-26 20:21:59,4,MN_BJ_BB_NHSXN_85,蒙牛冰+牛磺酸口味雪泥85g,MNG23H50874
2023-07-26 20:21:59,4,MN_BJ_BB_XKQTLL_75,蒙牛冰+星空青提酪酪口味雪泥75g,MNG23H50874
2023-07-26 20:56:53,1,MN_SB_BQL_JJBBJTZZ_01_75,蒙牛随变焦糖啵啵焦糖珍珠口味冰淇淋75g,MNG23H50874
2023-07-26 21:40:36,1,MN_SB_CTBQL_HRBDMG_75,蒙牛随变厚乳布丁口味脆筒冰淇淋73g,MNG23H50874
2023-07-27 07:23:49,1,MN_LSXQ_XG_LSS_70,蒙牛绿色心情绿莎莎雪糕70g,MNG23H50497
2023-07-27 09:05:12,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50874
2023-07-27 09:42:55,1,MN_QT_XG_QZNNHT_45,蒙牛趣仔牛蒙蒙牛奶核桃巧克力口味雪糕45g,MNG23H50874
2023-07-27 10:14:31,1,MN_DLSX_BQL_CLZNR_75,蒙牛蒂兰圣雪车厘子牛乳冰淇淋75g,MNG23H50874
2023-07-27 10:43:52,1,MN_SB_XG_ZZCP_60,蒙牛随变榛子脆皮冰淇淋60g,MNG23H50497
